,DAC,BF_BOF_CCS,biomass_plant_CCS,cement_post_comb,natural_gas_turbine_CCS,NG_DRI_CCS,SMR_CCS,biomass_boiler,biomass_boiler_DH,hard_coal_boiler_DH,natural_gas_boiler,natural_gas_boiler_DH,oil_boiler,oil_boiler_DH,waste_boiler_DH,BF_BOF,biomass_to_cement_fuel,cement_kiln,coal_to_cement_fuel,H2_DRI,hydrogen_to_cement_fuel,NG_DRI,waste_to_cement_fuel,electrolysis,fuel_cell,HDT_FCEV,hydrogen_FC_ship,electrode_boiler,electrode_boiler_DH,reservoir_hydro,run-of-river_hydro,pumped_hydro,ammonia_ICE_ship,diesel_ICE_ship,HDT_diesel,ICE_diesel,ICE_petrol,methanol_ICE_ship,anaerobic_digestion,EAF,industrial_gas_consumer,oil_storage,power_line,district_heating_grid,carbon_pipeline,hydrogen_pipeline,natural_gas_pipeline,oil_pipeline,biomethane_conversion,fischer_tropsch,gasification,haber_bosch,lng_terminal,methanation,methanol_from_biomass,methanol_from_hydrogen,methanol_from_natural_gas,oil_to_diesel_conversion,oil_to_gasoline_conversion,oil_to_kerosene_conversion,oil_to_naphtha_conversion,olefin_from_methanol,olefin_from_naphtha,pyrolysis,refining,SMR,BEV,HDT_BET,battery,biomass_plant,hard_coal_plant,heat_pump,heat_pump_DH,lignite_coal_plant,natural_gas_turbine,nuclear,oil_plant,waste_plant,photovoltaics,carbon_storage,natural_gas_storage,salt_cavern_storage,wind_offshore,wind_onshore
DAC,1.000001,0.174077656,0.174077656,0.160128154,0.174077656,0.174077656,0.166666667,0.087038828,0,0,0.087038828,0,0.087038828,0,0,0,0,0.083333333,0,0.080064077,0,0.080064077,0,0.087038828,0.087038828,0,0.083333333,0.174077656,0.087038828,0.091287093,0.091287093,0.091287093,0,0,0,0,0,0,0.160128154,0.083333333,0,0,0.091287093,0.087038828,0.091287093,0,0,0,0.083333333,0.15430335,0.083333333,0.083333333,0,0.083333333,0,0.160128154,0.083333333,0,0,0,0,0.083333333,0.083333333,0.077151675,0,0.083333333,0.087038828,0.087038828,0.091287093,0.087038828,0.087038828,0.174077656,0.087038828,0.087038828,0.087038828,0.087038828,0.087038828,0.087038828,0.091287093,0.091287093,0,0,0.091287093,0.091287093
BF_BOF_CCS,0.174077656,1.000001,1,0.919866211,1,1,0.957427108,0,0,0,0,0,0,0,0,0,0,0.087038828,0,0.083624201,0,0.083624201,0,0.090909091,0.090909091,0,0.087038828,0.090909091,0.090909091,0.095346259,0.095346259,0.095346259,0,0,0,0,0,0,0.083624201,0.087038828,0,0,0.095346259,0,0.095346259,0,0,0,0,0.161164593,0,0.087038828,0,0.087038828,0,0.167248402,0.087038828,0,0,0,0,0.087038828,0.087038828,0.080582296,0,0.087038828,0.090909091,0.090909091,0.095346259,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.095346259,0.095346259,0,0,0.095346259,0.095346259
biomass_plant_CCS,0.174077656,1,1.000001,0.919866211,1,1,0.957427108,0,0,0,0,0,0,0,0,0,0,0.087038828,0,0.083624201,0,0.083624201,0,0.090909091,0.090909091,0,0.087038828,0.090909091,0.090909091,0.095346259,0.095346259,0.095346259,0,0,0,0,0,0,0.083624201,0.087038828,0,0,0.095346259,0,0.095346259,0,0,0,0,0.161164593,0,0.087038828,0,0.087038828,0,0.167248402,0.087038828,0,0,0,0,0.087038828,0.087038828,0.080582296,0,0.087038828,0.090909091,0.090909091,0.095346259,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.095346259,0.095346259,0,0,0.095346259,0.095346259
cement_post_comb,0.160128154,0.919866211,0.919866211,1.000001,0.919866211,0.919866211,0.880704846,0,0.083624201,0.083624201,0,0.083624201,0,0.083624201,0.083624201,0,0.083624201,0.160128154,0.083624201,0.076923077,0.083624201,0.076923077,0.083624201,0.083624201,0.083624201,0,0.080064077,0.083624201,0.167248402,0.087705802,0.087705802,0.087705802,0,0,0,0,0,0,0.076923077,0.080064077,0,0,0.087705802,0.083624201,0.087705802,0,0,0,0,0.222374795,0,0.080064077,0,0.080064077,0.080064077,0.153846154,0.080064077,0,0,0,0,0.080064077,0.080064077,0.148249863,0,0.080064077,0.083624201,0.083624201,0.087705802,0.083624201,0.083624201,0.083624201,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0.083624201,0.087705802,0.087705802,0,0,0.087705802,0.087705802
natural_gas_turbine_CCS,0.174077656,1,1,0.919866211,1.000001,1,0.957427108,0,0,0,0,0,0,0,0,0,0,0.087038828,0,0.083624201,0,0.083624201,0,0.090909091,0.090909091,0,0.087038828,0.090909091,0.090909091,0.095346259,0.095346259,0.095346259,0,0,0,0,0,0,0.083624201,0.087038828,0,0,0.095346259,0,0.095346259,0,0,0,0,0.161164593,0,0.087038828,0,0.087038828,0,0.167248402,0.087038828,0,0,0,0,0.087038828,0.087038828,0.080582296,0,0.087038828,0.090909091,0.090909091,0.095346259,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.095346259,0.095346259,0,0,0.095346259,0.095346259
NG_DRI_CCS,0.174077656,1,1,0.919866211,1,1.000001,0.957427108,0,0,0,0,0,0,0,0,0,0,0.087038828,0,0.083624201,0,0.083624201,0,0.090909091,0.090909091,0,0.087038828,0.090909091,0.090909091,0.095346259,0.095346259,0.095346259,0,0,0,0,0,0,0.083624201,0.087038828,0,0,0.095346259,0,0.095346259,0,0,0,0,0.161164593,0,0.087038828,0,0.087038828,0,0.167248402,0.087038828,0,0,0,0,0.087038828,0.087038828,0.080582296,0,0.087038828,0.090909091,0.090909091,0.095346259,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.095346259,0.095346259,0,0,0.095346259,0.095346259
SMR_CCS,0.166666667,0.957427108,0.957427108,0.880704846,0.957427108,0.957427108,1.000001,0,0,0,0.087038828,0.087038828,0,0,0,0,0,0.083333333,0,0.080064077,0,0.160128154,0,0.087038828,0.087038828,0,0.083333333,0.087038828,0.087038828,0.091287093,0.091287093,0.091287093,0,0,0,0,0,0,0.080064077,0.083333333,0.087038828,0,0.091287093,0,0.091287093,0,0.091287093,0,0.083333333,0.15430335,0.083333333,0.083333333,0.087038828,0.166666667,0,0.160128154,0.166666667,0,0,0,0,0.083333333,0.083333333,0.077151675,0,0.166666667,0.087038828,0.087038828,0.091287093,0.087038828,0.087038828,0.087038828,0.087038828,0.087038828,0.174077656,0.087038828,0.087038828,0.087038828,0.091287093,0.091287093,0.091287093,0,0.091287093,0.091287093
biomass_boiler,0.087038828,0,0,0,0,0,0,1.000001,0.909090909,0.818181818,0.909090909,0.818181818,0.909090909,0.818181818,0.818181818,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0.083624201,0,0,0,0,0.090909091,0,0,0,0,0.087038828,0,0.174077656,0,0,0,0.087038828,0,0,0,0,0,0,0,0,0.080582296,0,0,0,0,0,0.090909091,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0
biomass_boiler_DH,0,0,0,0.083624201,0,0,0,0.909090909,1.000001,0.909090909,0.818181818,0.909090909,0.818181818,0.909090909,0.909090909,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.080582296,0.087038828,0,0,0,0.174077656,0,0,0,0,0,0,0,0,0.161164593,0,0,0,0,0,0.090909091,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0
hard_coal_boiler_DH,0,0,0,0.083624201,0,0,0,0.818181818,0.909090909,1.000001,0.818181818,0.909090909,0.818181818,0.909090909,0.909090909,0.090909091,0,0,0.090909091,0.083624201,0,0.083624201,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0.087038828,0,0,0,0.090909091,0,0,0,0,0,0.080582296,0,0,0,0,0.087038828,0,0,0,0,0,0,0,0,0.161164593,0,0,0,0,0,0,0.090909091,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0
natural_gas_boiler,0.087038828,0,0,0,0,0,0.087038828,0.909090909,0.818181818,0.818181818,1.000001,0.909090909,0.909090909,0.818181818,0.818181818,0,0,0,0,0,0,0.083624201,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0.083624201,0,0.090909091,0,0,0.090909091,0,0,0.095346259,0,0.174077656,0,0.174077656,0,0.090909091,0.087038828,0,0,0.087038828,0,0,0,0,0,0,0,0,0.087038828,0,0,0,0,0,0.090909091,0,0,0.090909091,0,0,0,0,0,0.095346259,0,0,0
natural_gas_boiler_DH,0,0,0,0.083624201,0,0,0.087038828,0.818181818,0.909090909,0.909090909,0.909090909,1.000001,0.818181818,0.909090909,0.909090909,0,0,0,0,0,0,0.083624201,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0.090909091,0,0,0.095346259,0,0.087038828,0.080582296,0.087038828,0,0.090909091,0.087038828,0.087038828,0,0.087038828,0,0,0,0,0,0,0.080582296,0,0.087038828,0,0,0,0,0,0,0.090909091,0,0.090909091,0,0,0,0,0,0.095346259,0,0,0
oil_boiler,0.087038828,0,0,0,0,0,0,0.909090909,0.818181818,0.818181818,0.909090909,0.818181818,1.000001,0.909090909,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0.083624201,0,0,0.095346259,0,0.090909091,0,0,0,0.095346259,0.087038828,0.080582296,0.087038828,0,0,0,0,0,0,0.090909091,0.090909091,0.090909091,0.090909091,0,0,0.080582296,0.087038828,0,0,0,0,0,0,0.090909091,0,0,0,0,0.090909091,0,0,0,0,0,0,0
oil_boiler_DH,0,0,0,0.083624201,0,0,0,0.818181818,0.909090909,0.909090909,0.818181818,0.909090909,0.909090909,1.000001,0.909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0.095346259,0,0.090909091,0,0,0,0.095346259,0,0.161164593,0,0,0,0,0.087038828,0,0,0.090909091,0.090909091,0.090909091,0.090909091,0,0,0.161164593,0.087038828,0,0,0,0,0,0,0,0.090909091,0,0,0,0.090909091,0,0,0,0,0,0,0
waste_boiler_DH,0,0,0,0.083624201,0,0,0,0.818181818,0.909090909,0.909090909,0.818181818,0.909090909,0.818181818,0.909090909,1.000001,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.080582296,0,0,0,0,0.087038828,0,0,0,0,0,0,0,0,0.080582296,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0.090909091,0,0,0,0,0,0
BF_BOF,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,1.000001,0.818181818,0.783349452,0.909090909,0.919866211,0.818181818,0.919866211,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087038828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080582296,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0
biomass_to_cement_fuel,0,0,0,0.083624201,0,0,0,0.090909091,0.090909091,0,0,0,0,0,0,0.818181818,1.000001,0.87038828,0.909090909,0.752617809,0.909090909,0.752617809,0.909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087038828,0,0,0,0.087038828,0,0,0,0,0,0,0,0,0.080582296,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cement_kiln,0.083333333,0.087038828,0.087038828,0.160128154,0.087038828,0.087038828,0.083333333,0,0,0,0,0,0,0,0,0.783349452,0.87038828,1.000001,0.87038828,0.800640769,0.87038828,0.800640769,0.87038828,0.087038828,0.087038828,0,0.083333333,0.087038828,0.087038828,0.091287093,0.091287093,0.091287093,0,0,0,0,0,0,0.080064077,0.083333333,0,0,0.091287093,0,0,0,0,0,0,0.077151675,0,0.083333333,0,0,0,0.080064077,0.083333333,0,0,0,0,0.083333333,0.083333333,0.077151675,0,0.083333333,0.087038828,0.087038828,0.091287093,0.087038828,0.087038828,0.087038828,0.087038828,0.087038828,0.087038828,0.087038828,0.087038828,0.087038828,0.091287093,0,0,0,0.091287093,0.091287093
coal_to_cement_fuel,0,0,0,0.083624201,0,0,0,0,0,0.090909091,0,0,0,0,0,0.909090909,0.909090909,0.87038828,1.000001,0.83624201,0.909090909,0.83624201,0.909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087038828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080582296,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0
H2_DRI,0.080064077,0.083624201,0.083624201,0.076923077,0.083624201,0.083624201,0.080064077,0,0,0.083624201,0,0,0,0,0,0.919866211,0.752617809,0.800640769,0.83624201,1.000001,0.83624201,0.923076923,0.752617809,0.167248402,0.167248402,0.083624201,0.160128154,0.083624201,0.083624201,0.087705802,0.087705802,0.087705802,0,0,0,0,0,0,0.076923077,0.160128154,0,0,0.087705802,0,0,0.087705802,0,0,0,0.148249863,0,0.160128154,0,0.080064077,0,0.153846154,0.080064077,0,0,0,0,0.080064077,0.080064077,0.148249863,0.080064077,0.160128154,0.083624201,0.083624201,0.087705802,0.083624201,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0.083624201,0.083624201,0.083624201,0.087705802,0,0,0.087705802,0.087705802,0.087705802
hydrogen_to_cement_fuel,0,0,0,0.083624201,0,0,0,0,0,0,0,0,0,0,0,0.818181818,0.909090909,0.87038828,0.909090909,0.83624201,1.000001,0.752617809,0.909090909,0.090909091,0.090909091,0.090909091,0.087038828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095346259,0,0,0,0.080582296,0,0.087038828,0,0.087038828,0,0.083624201,0,0,0,0,0,0,0,0,0.087038828,0.087038828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095346259,0,0
NG_DRI,0.080064077,0.083624201,0.083624201,0.076923077,0.083624201,0.083624201,0.160128154,0,0,0.083624201,0.083624201,0.083624201,0,0,0,0.919866211,0.752617809,0.800640769,0.83624201,0.923076923,0.752617809,1.000001,0.752617809,0.083624201,0.083624201,0,0.080064077,0.083624201,0.083624201,0.087705802,0.087705802,0.087705802,0,0,0,0,0,0,0.076923077,0.160128154,0.083624201,0,0.087705802,0,0,0,0.087705802,0,0.080064077,0.074124932,0.080064077,0.080064077,0.083624201,0.080064077,0,0.076923077,0.160128154,0,0,0,0,0.080064077,0.080064077,0.148249863,0,0.160128154,0.083624201,0.083624201,0.087705802,0.083624201,0.167248402,0.083624201,0.083624201,0.083624201,0.167248402,0.083624201,0.083624201,0.083624201,0.087705802,0,0.087705802,0,0.087705802,0.087705802
waste_to_cement_fuel,0,0,0,0.083624201,0,0,0,0,0,0,0,0,0,0,0.090909091,0.818181818,0.909090909,0.87038828,0.909090909,0.752617809,0.909090909,0.752617809,1.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0
electrolysis,0.087038828,0.090909091,0.090909091,0.083624201,0.090909091,0.090909091,0.087038828,0,0,0,0,0,0,0,0,0,0,0.087038828,0,0.167248402,0.090909091,0.083624201,0,1.000001,1,0.909090909,0.957427108,0.090909091,0.090909091,0.095346259,0.095346259,0.095346259,0,0,0,0,0,0,0.083624201,0.087038828,0,0,0.095346259,0,0,0.095346259,0,0,0,0.161164593,0,0.174077656,0,0.087038828,0,0.167248402,0.087038828,0,0,0,0,0.087038828,0.087038828,0.080582296,0.087038828,0.174077656,0.090909091,0.090909091,0.095346259,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.095346259,0,0,0.095346259,0.095346259,0.095346259
fuel_cell,0.087038828,0.090909091,0.090909091,0.083624201,0.090909091,0.090909091,0.087038828,0,0,0,0,0,0,0,0,0,0,0.087038828,0,0.167248402,0.090909091,0.083624201,0,1,1.000001,0.909090909,0.957427108,0.090909091,0.090909091,0.095346259,0.095346259,0.095346259,0,0,0,0,0,0,0.083624201,0.087038828,0,0,0.095346259,0,0,0.095346259,0,0,0,0.161164593,0,0.174077656,0,0.087038828,0,0.167248402,0.087038828,0,0,0,0,0.087038828,0.087038828,0.080582296,0.087038828,0.174077656,0.090909091,0.090909091,0.095346259,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.095346259,0,0,0.095346259,0.095346259,0.095346259
HDT_FCEV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083624201,0.090909091,0,0,0.909090909,0.909090909,1.000001,0.87038828,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0.095346259,0,0,0,0.080582296,0,0.087038828,0,0.087038828,0,0.083624201,0,0,0,0,0,0,0,0,0.087038828,0.087038828,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095346259,0,0
hydrogen_FC_ship,0.083333333,0.087038828,0.087038828,0.080064077,0.087038828,0.087038828,0.083333333,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0.160128154,0.087038828,0.080064077,0,0.957427108,0.957427108,0.87038828,1.000001,0.087038828,0.087038828,0.091287093,0.091287093,0.091287093,0.087038828,0.087038828,0,0,0,0.087038828,0.080064077,0.083333333,0,0,0.091287093,0,0,0.091287093,0,0,0,0.15430335,0,0.166666667,0,0.083333333,0,0.160128154,0.083333333,0,0,0,0,0.083333333,0.083333333,0.077151675,0.083333333,0.166666667,0.087038828,0.087038828,0.091287093,0.087038828,0.087038828,0.087038828,0.087038828,0.087038828,0.087038828,0.087038828,0.087038828,0.087038828,0.091287093,0,0,0.091287093,0.091287093,0.091287093
electrode_boiler,0.174077656,0.090909091,0.090909091,0.083624201,0.090909091,0.090909091,0.087038828,0.090909091,0,0,0.090909091,0,0.090909091,0,0,0,0,0.087038828,0,0.083624201,0,0.083624201,0,0.090909091,0.090909091,0,0.087038828,1.000001,0.909090909,0.095346259,0.095346259,0.095346259,0,0,0,0,0,0,0.167248402,0.087038828,0,0,0.095346259,0.090909091,0,0,0,0,0.087038828,0.080582296,0.087038828,0.087038828,0,0,0,0.083624201,0.087038828,0,0,0,0,0.087038828,0.087038828,0.080582296,0,0.087038828,0.090909091,0.090909091,0.095346259,0.090909091,0.090909091,0.181818182,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.095346259,0,0,0,0.095346259,0.095346259
electrode_boiler_DH,0.087038828,0.090909091,0.090909091,0.167248402,0.090909091,0.090909091,0.087038828,0,0.090909091,0.090909091,0,0.090909091,0,0.090909091,0.090909091,0,0,0.087038828,0,0.083624201,0,0.083624201,0,0.090909091,0.090909091,0,0.087038828,0.909090909,1.000001,0.095346259,0.095346259,0.095346259,0,0,0,0,0,0,0.083624201,0.087038828,0,0,0.095346259,0.090909091,0,0,0,0,0,0.161164593,0,0.087038828,0,0,0.087038828,0.083624201,0.087038828,0,0,0,0,0.087038828,0.087038828,0.161164593,0,0.087038828,0.090909091,0.090909091,0.095346259,0.090909091,0.090909091,0.090909091,0.181818182,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.095346259,0,0,0,0.095346259,0.095346259
reservoir_hydro,0.091287093,0.095346259,0.095346259,0.087705802,0.095346259,0.095346259,0.091287093,0,0,0,0,0,0,0,0,0,0,0.091287093,0,0.087705802,0,0.087705802,0,0.095346259,0.095346259,0,0.091287093,0.095346259,0.095346259,1.000001,1,1,0,0,0,0,0,0,0.087705802,0.091287093,0,0,0.1,0,0,0,0,0,0,0.084515425,0,0.091287093,0,0,0,0.087705802,0.091287093,0,0,0,0,0.091287093,0.091287093,0.084515425,0,0.091287093,0.095346259,0.095346259,0.1,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.1,0,0,0,0.1,0.1
run-of-river_hydro,0.091287093,0.095346259,0.095346259,0.087705802,0.095346259,0.095346259,0.091287093,0,0,0,0,0,0,0,0,0,0,0.091287093,0,0.087705802,0,0.087705802,0,0.095346259,0.095346259,0,0.091287093,0.095346259,0.095346259,1,1.000001,1,0,0,0,0,0,0,0.087705802,0.091287093,0,0,0.1,0,0,0,0,0,0,0.084515425,0,0.091287093,0,0,0,0.087705802,0.091287093,0,0,0,0,0.091287093,0.091287093,0.084515425,0,0.091287093,0.095346259,0.095346259,0.1,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.1,0,0,0,0.1,0.1
pumped_hydro,0.091287093,0.095346259,0.095346259,0.087705802,0.095346259,0.095346259,0.091287093,0,0,0,0,0,0,0,0,0,0,0.091287093,0,0.087705802,0,0.087705802,0,0.095346259,0.095346259,0,0.091287093,0.095346259,0.095346259,1,1,1.000001,0,0,0,0,0,0,0.087705802,0.091287093,0,0,0.1,0,0,0,0,0,0,0.084515425,0,0.091287093,0,0,0,0.087705802,0.091287093,0,0,0,0,0.091287093,0.091287093,0.084515425,0,0.091287093,0.095346259,0.095346259,0.1,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.1,0,0,0,0.1,0.1
ammonia_ICE_ship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087038828,0,0,0,0,0,1.000001,0.909090909,0.818181818,0.818181818,0.818181818,0.909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087038828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diesel_ICE_ship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087038828,0,0,0,0,0,0.909090909,1.000001,0.909090909,0.909090909,0.818181818,0.909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDT_diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0.818181818,0.909090909,1.000001,0.909090909,0.818181818,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICE_diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818181818,0.909090909,0.909090909,1.000001,0.909090909,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICE_petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818181818,0.818181818,0.818181818,0.909090909,1.000001,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
methanol_ICE_ship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087038828,0,0,0,0,0,0.909090909,0.909090909,0.818181818,0.818181818,0.818181818,1.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087038828,0.083624201,0.087038828,0,0,0,0,0.087038828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anaerobic_digestion,0.160128154,0.083624201,0.083624201,0.076923077,0.083624201,0.083624201,0.080064077,0.083624201,0,0,0.083624201,0,0.083624201,0,0,0,0,0.080064077,0,0.076923077,0,0.076923077,0,0.083624201,0.083624201,0,0.080064077,0.167248402,0.083624201,0.087705802,0.087705802,0.087705802,0,0,0,0,0,0,1.000001,0.800640769,0.752617809,0.789352217,0.877058019,0.083624201,0,0,0,0,0.160128154,0.074124932,0.080064077,0.080064077,0,0,0,0.076923077,0.080064077,0,0,0,0,0.080064077,0.080064077,0.074124932,0,0.080064077,0.083624201,0.083624201,0.087705802,0.083624201,0.083624201,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0.083624201,0.083624201,0.087705802,0,0,0,0.087705802,0.087705802
EAF,0.083333333,0.087038828,0.087038828,0.080064077,0.087038828,0.087038828,0.083333333,0,0,0.087038828,0,0,0,0,0,0.087038828,0,0.083333333,0.087038828,0.160128154,0,0.160128154,0,0.087038828,0.087038828,0,0.083333333,0.087038828,0.087038828,0.091287093,0.091287093,0.091287093,0,0,0,0,0,0,0.800640769,1.000001,0.783349452,0.821583836,0.912870929,0,0,0,0,0,0,0.077151675,0,0.083333333,0,0,0,0.080064077,0.083333333,0,0,0,0,0.083333333,0.083333333,0.15430335,0,0.083333333,0.087038828,0.087038828,0.091287093,0.087038828,0.174077656,0.087038828,0.087038828,0.087038828,0.087038828,0.087038828,0.087038828,0.087038828,0.091287093,0,0,0,0.091287093,0.091287093
industrial_gas_consumer,0,0,0,0,0,0,0.087038828,0,0,0,0.090909091,0.090909091,0,0,0,0,0,0,0,0,0,0.083624201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752617809,0.783349452,1.000001,0.85811633,0.85811633,0,0,0,0.095346259,0,0.087038828,0,0.087038828,0,0.090909091,0.087038828,0,0,0.087038828,0,0,0,0,0,0,0,0,0.087038828,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.095346259,0,0,0
oil_storage,0,0,0,0,0,0,0,0,0,0,0,0,0.095346259,0.095346259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789352217,0.821583836,0.85811633,1.000001,0.9,0,0,0,0,0.1,0,0.084515425,0,0,0,0,0,0,0,0.095346259,0.095346259,0.095346259,0.095346259,0,0,0.084515425,0.091287093,0,0,0,0,0,0,0,0,0,0,0,0.095346259,0,0,0,0,0,0,0
power_line,0.091287093,0.095346259,0.095346259,0.087705802,0.095346259,0.095346259,0.091287093,0,0,0,0,0,0,0,0,0,0,0.091287093,0,0.087705802,0,0.087705802,0,0.095346259,0.095346259,0,0.091287093,0.095346259,0.095346259,0.1,0.1,0.1,0,0,0,0,0,0,0.877058019,0.912870929,0.85811633,0.9,1.000001,0,0,0,0,0,0,0.084515425,0,0.091287093,0,0,0,0.087705802,0.091287093,0,0,0,0,0.091287093,0.091287093,0.084515425,0,0.091287093,0.095346259,0.095346259,0.1,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.095346259,0.1,0,0,0,0.1,0.1
